date,cyc lon,cyc lat,
2010-03-04 12:00:00, 322.9,	-18.6
2010-03-07 12:00:00, 321.119293,	-21.238008
2010-03-09 12:00:00, 312.276611,	-30.604546
2010-03-10 12:00:00, 312.001526,	-29.799303
2010-03-11 12:00:00, 316.067200,	-31.478954
