date,cyc lon,cyc lat,
1985-06-21 18:00:00, -26.91119,	-44.76133
1985-06-22 08:00:00, -15.52359,	-50.52348
1985-06-22 17:00:00, -11.04569,	-53.38223
1985-06-23 09:00:00, -0.25357,	-57.96198
1985-06-24 05:00:00, 11.94263,	-64.32607
